match.id,series.id,end.time,duration..s.,mode,map,team,player,win.,score,kills,deaths,X...,k.d,kills.per.10min,deaths.per.10min,player.score,player.spm,damage.dealt,ekia,assists,headshots,suicides,team.kills,team.deaths,kills..stayed.alive.,hits,shots,accuracy....,num.lives,time.alive..s.,avg.time.per.life..s.,fave.specialist,fave.scorestreaks,hill.time..s.,hill.captures,hill.defends,snd.rounds,snd.firstbloods,snd.firstdeaths,snd.survives,bomb.pickups,bomb.plants,bomb.defuses,bomb.sneak.defuses,snd.1.kill.round,snd.2.kill.round,snd.3.kill.round,snd.4.kill.round,ctrl.rounds,ctrl.firstbloods,ctrl.firstdeaths,ctrl.captures,X2.piece,X3.piece,X4.piece,X4.streak,X5.streak,X6.streak,X7.streak,X8..streak
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,100 Thieves,Priestahh,W,250,32,19,13,1.68,,,4050,,4914,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,100 Thieves,Octane,W,250,22,11,11,2,,,3960,,4566,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,100 Thieves,Slasher,W,250,19,19,0,1,,,3165,,4569,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,100 Thieves,Kenny,W,250,20,15,5,1.33,,,3070,,4610,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,100 Thieves,Enable,W,250,19,16,3,1.19,,,3030,,3988,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,Reciprocity,Tommey,L,115,21,20,1,1.05,,,3025,,3975,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,Reciprocity,Dylan,L,115,16,21,-5,0.76,,,2590,,4360,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,Reciprocity,Zed,L,115,19,21,-2,0.9,,,2295,,4455,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,Reciprocity,Seany,L,115,11,26,-15,0.42,,,1790,,3672,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.40E+01,pool-A-2,2019-05-03 16:22:38 UTC,508,Hardpoint,Gridlock,Reciprocity,Wuskin,L,115,13,24,-11,0.54,,,1490,,3013,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.50E+01,pool-C-5,2019-05-03 16:22:38 UTC,650,Hardpoint,Gridlock,Evil Geniuses,Apathy,W,250,25,19,6,1.32,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
1.50E+01,pool-C-5,2019-05-03 16:22:38 UTC,650,Hardpoint,Gridlock,Evil Geniuses,Xotic,W,250,16,19,-3,0.84,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,,,,,,,,,,,
